exp_subject_id,Task_Name,Trial_Nr,response,response_seg2,practice_catseg_scramble,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3
362610.0,Practice_Memory,3.0,Correct,,,,,,,,,,,,,,
362610.0,Instructions_Memory,1.0,,,,,,,,,,,,,,,
362610.0,imported_AP_eval,1.0,,,,,,,,,,,,,,,
362610.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,,
362610.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,,
362610.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,,
362610.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,,
362610.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,,
362610.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,,
362610.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,,
362610.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,,
362610.0,imported_HP Trials,1.0,choice 1,,,,,,,,,,,,,,
362610.0,imported_HP Trials,2.0,choice 1,,,,,,,,,,,,,,
362610.0,imported_HP Trials,3.0,choice 2,,,,,,,,,,,,,,
362610.0,imported_HP Trials,4.0,choice 3,,,,,,,,,,,,,,
362610.0,imported_HP Trials,5.0,choice 2,,,,,,,,,,,,,,
362610.0,imported_HP Trials,6.0,choice 3,,,,,,,,,,,,,,
362610.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,,
362610.0,InstructionsMemCat,1.0,,,,,,,,,,,,,,,
362610.0,Consent,1.0,,,,,,,,,,,,,,,
481883.0,Consent,1.0,,,,,,,,,,,,,,,
481883.0,InstructionsMemOpen,1.0,,,,,,,,,,,,,,,
481883.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,,
481883.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,,
481883.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,,
481883.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,,
481883.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,,
481883.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,,
481883.0,imported_AP_eval,1.0,,,,,,,,,,,,,,,
481883.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,,
481883.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,,
481883.0,imported_HP Trials,1.0,choice 3,,,,,,,,,,,,,,
481883.0,imported_HP Trials,2.0,choice 2,,,,,,,,,,,,,,
481883.0,imported_HP Trials,3.0,choice 2,,,,,,,,,,,,,,
481883.0,imported_HP Trials,4.0,choice 3,,,,,,,,,,,,,,
481883.0,imported_HP Trials,5.0,choice 1,,,,,,,,,,,,,,
481883.0,imported_HP Trials,6.0,choice 1,,,,,,,,,,,,,,
481883.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,,
481883.0,Instructions_Memory,1.0,,,,,,,,,,,,,,,
481883.0,Practice_Memory,1.0,Correct,,,,,,,,,,,,,,
481883.0,Practice_Memory,2.0,Incorrect,,,,,,,,,,,,,,
481883.0,Practice_Memory,3.0,Correct,,,,,,,,,,,,,,
481883.0,Ready?,1.0,,,,,,,,,,,,,,,
481883.0,Memory_2,1.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,2.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,3.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,4.0,Correct,,,,,,,,,1B,,,,,
481883.0,Memory_2,5.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,6.0,Incorrect,,,,,,,,,8B,,,,,
481883.0,Memory_2,7.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,8.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,9.0,Correct,,,,,,,,,1B,,,,,
481883.0,Memory_2,10.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,11.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,12.0,Incorrect,,,,,,,,,1B,,,,,
481883.0,Memory_2,13.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,14.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,15.0,Correct,,,,,,,,,1B,,,,,
481883.0,Memory_2,16.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,17.0,Incorrect,,,,,,,,,1B,,,,,
481883.0,Memory_2,18.0,Incorrect,,,,,,,,,1B,,,,,
481883.0,Memory_2,19.0,Incorrect,,,,,,,,,8B,,,,,
481883.0,Memory_2,20.0,Incorrect,,,,,,,,,1B,,,,,
481883.0,Memory_2,21.0,Correct,,,,,,,,,1B,,,,,
481883.0,Memory_2,22.0,Correct,,,,,,,,,1B,,,,,
481883.0,Memory_2,23.0,Incorrect,,,,,,,,,1B,,,,,
481883.0,Memory_2,24.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,25.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,26.0,Correct,,,,,,,,,8B,,,,,
481883.0,Memory_2,27.0,Correct,,,,,,,,,2B,,,,,
481883.0,Memory_2,28.0,Incorrect,,,,,,,,,2B,,,,,
481883.0,Memory_2,29.0,Incorrect,,,,,,,,,2B,,,,,
481883.0,Memory_2,30.0,Incorrect,,,,,,,,,2B,,,,,
481883.0,Instructions_Open,1.0,,,,,,,,,,,,,,,
481883.0,Practice_OpenEnded,1.0,,,,,,,,,,,,,,,
481883.0,Ready?,1.0,,,,,,,,,,,,,,,
481883.0,OpenEndedSeg_3,1.0,,,,,,,,,,,,1B,,,
481883.0,OpenEndedSeg_3,2.0,,,,,,,,,,,,intact,,,
481883.0,OpenEndedSeg_3,3.0,,,,,,,,,,,,8B,,,
481883.0,OpenEndedSeg_3,4.0,,,,,,,,,,,,8B,,,
481883.0,OpenEndedSeg_3,5.0,,,,,,,,,,,,2B,,,
481883.0,OpenEndedSeg_3,6.0,,,,,,,,,,,,intact,,,
481883.0,OpenEndedSeg_3,7.0,,,,,,,,,,,,1B,,,
481883.0,OpenEndedSeg_3,8.0,,,,,,,,,,,,2B,,,
481883.0,Post-Survey,1.0,,,,,,,,,,,,,,,
481854.0,InstructionsPredOpen,1.0,,,,,,,,,,,,,,,
481854.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,,
481854.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,,
481854.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,,
481854.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,,
481854.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,,
481854.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,,
481854.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,,
481854.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,,
481854.0,imported_AP_eval,1.0,,,,,,,,,,,,,,,
481854.0,Prediction_2,1.0,Incorrect,,,,,,,,,,,,,8B,
481854.0,Prediction_2,2.0,Correct,,,,,,,,,,,,,8B,
481854.0,Prediction_2,3.0,Correct,,,,,,,,,,,,,2B,
481854.0,Prediction_2,4.0,Correct,,,,,,,,,,,,,1B,
481854.0,Prediction_2,5.0,Correct,,,,,,,,,,,,,8B,
481854.0,Prediction_2,6.0,Incorrect,,,,,,,,,,,,,1B,
481854.0,Prediction_2,7.0,Correct,,,,,,,,,,,,,1B,
481854.0,Prediction_2,8.0,Correct,,,,,,,,,,,,,1B,
481854.0,Prediction_2,9.0,Correct,,,,,,,,,,,,,8B,
481854.0,Prediction_2,10.0,Correct,,,,,,,,,,,,,1B,
481854.0,Prediction_2,11.0,Correct,,,,,,,,,,,,,2B,
481854.0,Prediction_2,12.0,Correct,,,,,,,,,,,,,2B,
481854.0,Prediction_2,13.0,Correct,,,,,,,,,,,,,8B,
481854.0,Prediction_2,14.0,Correct,,,,,,,,,,,,,8B,
481854.0,Prediction_2,15.0,Incorrect,,,,,,,,,,,,,8B,
481854.0,Prediction_2,16.0,Incorrect,,,,,,,,,,,,,1B,
481854.0,Prediction_2,17.0,Incorrect,,,,,,,,,,,,,2B,
481854.0,Prediction_2,18.0,Incorrect,,,,,,,,,,,,,2B,
481854.0,Prediction_2,19.0,Incorrect,,,,,,,,,,,,,1B,
481854.0,Prediction_2,20.0,Correct,,,,,,,,,,,,,2B,
481854.0,Prediction_2,21.0,Incorrect,,,,,,,,,,,,,2B,
481854.0,Prediction_2,22.0,Correct,,,,,,,,,,,,,2B,
481854.0,Prediction_2,23.0,Correct,,,,,,,,,,,,,8B,
481854.0,Prediction_2,24.0,Incorrect,,,,,,,,,,,,,8B,
481854.0,Prediction_2,25.0,Incorrect,,,,,,,,,,,,,2B,
481854.0,Prediction_2,26.0,Correct,,,,,,,,,,,,,1B,
481854.0,Prediction_2,27.0,Incorrect,,,,,,,,,,,,,1B,
481854.0,Prediction_2,28.0,Incorrect,,,,,,,,,,,,,2B,
481854.0,Prediction_2,29.0,Correct,,,,,,,,,,,,,1B,
481854.0,Prediction_2,30.0,Correct,,,,,,,,,,,,,8B,
481854.0,Instructions_Prediction,1.0,,,,,,,,,,,,,,,
481854.0,Practice_Prediction,1.0,Correct,,,,,,,,,,,,,,
481854.0,Practice_Prediction,2.0,Correct,,,,,,,,,,,,,,
481854.0,Practice_Prediction,3.0,Correct,,,,,,,,,,,,,,
481854.0,Ready?,1.0,,,,,,,,,,,,,,,
481854.0,Instructions_Open,1.0,,,,,,,,,,,,,,,
481854.0,Practice_OpenEnded,1.0,,,,,,,,,,,,,,,
481854.0,Ready?,1.0,,,,,,,,,,,,,,,
481854.0,OpenEndedSeg_3,1.0,,,,,,,,,,,,intact,,,
481854.0,OpenEndedSeg_3,2.0,,,,,,,,,,,,2B,,,
481854.0,OpenEndedSeg_3,3.0,,,,,,,,,,,,8B,,,
481854.0,OpenEndedSeg_3,4.0,,,,,,,,,,,,intact,,,
481854.0,OpenEndedSeg_3,5.0,,,,,,,,,,,,2B,,,
481854.0,OpenEndedSeg_3,6.0,,,,,,,,,,,,1B,,,
481854.0,OpenEndedSeg_3,7.0,,,,,,,,,,,,1B,,,
481854.0,OpenEndedSeg_3,8.0,,,,,,,,,,,,8B,,,
481854.0,Post-Survey,1.0,,,,,,,,,,,,,,,
481854.0,imported_HP Trials,1.0,choice 3,,,,,,,,,,,,,,
481854.0,imported_HP Trials,2.0,choice 2,,,,,,,,,,,,,,
481854.0,imported_HP Trials,3.0,choice 2,,,,,,,,,,,,,,
481854.0,imported_HP Trials,4.0,choice 2,,,,,,,,,,,,,,
481854.0,imported_HP Trials,5.0,choice 1,,,,,,,,,,,,,,
481854.0,imported_HP Trials,6.0,choice 3,,,,,,,,,,,,,,
481854.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,,
481854.0,Consent,1.0,,,,,,,,,,,,,,,
346822.0,Post-Survey,1.0,,,,,,,,,,,,,,,
346822.0,CategorizationSeg_2,1.0,,Correct,,2B,,,,,,,,,,,
346822.0,CategorizationSeg_2,2.0,,Correct,,8B,,,,,,,,,,,
346822.0,CategorizationSeg_2,3.0,,Incorrect,,2B,,,,,,,,,,,
346822.0,CategorizationSeg_2,4.0,,Incorrect,,1B,,,,,,,,,,,
346822.0,CategorizationSeg_2,5.0,,Incorrect,,intact,,,,,,,,,,,
346822.0,CategorizationSeg_2,6.0,,Correct,,intact,,,,,,,,,,,
346822.0,CategorizationSeg_2,7.0,,Incorrect,,1B,,,,,,,,,,,
346822.0,CategorizationSeg_2,8.0,,Correct,,8B,,,,,,,,,,,
346822.0,Ready?,1.0,,,,,,,,,,,,,,,
346822.0,Practice_Categorization,1.0,,Incorrect,1B,,,,,,,,,,,,
346822.0,Instructions for Categorization Seg.,1.0,,,,,,,,,,,,,,,
346822.0,Prediction_3,1.0,Correct,,,,,,,,,,,,,,8B
346822.0,Prediction_3,2.0,Correct,,,,,,,,,,,,,,8B
346822.0,Prediction_3,3.0,Correct,,,,,,,,,,,,,,1B
346822.0,Prediction_3,4.0,Incorrect,,,,,,,,,,,,,,2B
346822.0,Prediction_3,5.0,Incorrect,,,,,,,,,,,,,,2B
346822.0,Prediction_3,6.0,Correct,,,,,,,,,,,,,,2B
346822.0,Prediction_3,7.0,Correct,,,,,,,,,,,,,,2B
346822.0,Prediction_3,8.0,Incorrect,,,,,,,,,,,,,,1B
346822.0,Prediction_3,9.0,Incorrect,,,,,,,,,,,,,,1B
346822.0,Prediction_3,10.0,Correct,,,,,,,,,,,,,,1B
346822.0,Prediction_3,11.0,Correct,,,,,,,,,,,,,,8B
346822.0,Prediction_3,12.0,Incorrect,,,,,,,,,,,,,,8B
346822.0,Prediction_3,13.0,Incorrect,,,,,,,,,,,,,,8B
346822.0,Prediction_3,14.0,Correct,,,,,,,,,,,,,,2B
346822.0,Prediction_3,15.0,Incorrect,,,,,,,,,,,,,,8B
346822.0,Prediction_3,16.0,Incorrect,,,,,,,,,,,,,,2B
346822.0,Prediction_3,17.0,Correct,,,,,,,,,,,,,,8B
346822.0,Prediction_3,18.0,Incorrect,,,,,,,,,,,,,,1B
346822.0,Prediction_3,19.0,Correct,,,,,,,,,,,,,,2B
346822.0,Prediction_3,20.0,Correct,,,,,,,,,,,,,,1B
346822.0,Prediction_3,21.0,Correct,,,,,,,,,,,,,,1B
346822.0,Prediction_3,22.0,Correct,,,,,,,,,,,,,,8B
346822.0,Prediction_3,23.0,Incorrect,,,,,,,,,,,,,,8B
346822.0,Prediction_3,24.0,Correct,,,,,,,,,,,,,,8B
346822.0,Prediction_3,25.0,Correct,,,,,,,,,,,,,,1B
346822.0,Prediction_3,26.0,Correct,,,,,,,,,,,,,,1B
346822.0,Prediction_3,27.0,Correct,,,,,,,,,,,,,,2B
346822.0,Prediction_3,28.0,Incorrect,,,,,,,,,,,,,,1B
346822.0,Prediction_3,29.0,Correct,,,,,,,,,,,,,,2B
346822.0,Prediction_3,30.0,Incorrect,,,,,,,,,,,,,,2B
346822.0,Ready?,1.0,,,,,,,,,,,,,,,
346822.0,Practice_Prediction,1.0,Correct,,,,,,,,,,,,,,
346822.0,Practice_Prediction,2.0,,,,,,,,,,,,,,,
346822.0,Practice_Prediction,3.0,Correct,,,,,,,,,,,,,,
346822.0,Instructions_Prediction,1.0,,,,,,,,,,,,,,,
346822.0,imported_AP_eval,1.0,,,,,,,,,,,,,,,
346822.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,,
346822.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,,
346822.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,,
346822.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,,
346822.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,,
346822.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,,
346822.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,,
346822.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,,
346822.0,imported_HP Trials,1.0,choice 2,,,,,,,,,,,,,,
346822.0,imported_HP Trials,2.0,choice 2,,,,,,,,,,,,,,
346822.0,imported_HP Trials,3.0,choice 1,,,,,,,,,,,,,,
346822.0,imported_HP Trials,4.0,choice 3,,,,,,,,,,,,,,
346822.0,imported_HP Trials,5.0,choice 3,,,,,,,,,,,,,,
346822.0,imported_HP Trials,6.0,choice 1,,,,,,,,,,,,,,
346822.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,,
346822.0,InstructionsPredCat,1.0,,,,,,,,,,,,,,,
346822.0,Consent,1.0,,,,,,,,,,,,,,,
483528.0,Post-Survey,1.0,,,,,,,,,,,,,,,
483528.0,Consent,1.0,,,,,,,,,,,,,,,
483528.0,InstructionsMemCat,1.0,,,,,,,,,,,,,,,
483528.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,,
483528.0,imported_HP Trials,1.0,choice 1,,,,,,,,,,,,,,
483528.0,imported_HP Trials,2.0,choice 2,,,,,,,,,,,,,,
483528.0,imported_HP Trials,3.0,choice 3,,,,,,,,,,,,,,
483528.0,imported_HP Trials,4.0,choice 2,,,,,,,,,,,,,,
483528.0,imported_HP Trials,5.0,choice 1,,,,,,,,,,,,,,
483528.0,imported_HP Trials,6.0,choice 2,,,,,,,,,,,,,,
483528.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,,
483528.0,Instructions_Memory,1.0,,,,,,,,,,,,,,,
483528.0,Practice_Memory,1.0,,,,,,,,,,,,,,,
483528.0,Practice_Memory,2.0,Incorrect,,,,,,,,,,,,,,
483528.0,Practice_Memory,3.0,Incorrect,,,,,,,,,,,,,,
483528.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,,
483528.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,,
483528.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,,
483528.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,,
483528.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,,
483528.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,,
483528.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,,
483528.0,imported_AP_eval,1.0,,,,,,,,,,,,,,,
483528.0,Ready?,1.0,,,,,,,,,,,,,,,
483528.0,Memory_2,1.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,2.0,Incorrect,,,,,,,,,1B,,,,,
483528.0,Memory_2,3.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,4.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,5.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,6.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,7.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,8.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,9.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,10.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,11.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,12.0,Incorrect,,,,,,,,,8B,,,,,
483528.0,Memory_2,13.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,14.0,Incorrect,,,,,,,,,1B,,,,,
483528.0,Memory_2,15.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,16.0,Incorrect,,,,,,,,,2B,,,,,
483528.0,Memory_2,17.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,18.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,19.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,20.0,Incorrect,,,,,,,,,2B,,,,,
483528.0,Memory_2,21.0,Incorrect,,,,,,,,,1B,,,,,
483528.0,Memory_2,22.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,23.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,24.0,Incorrect,,,,,,,,,8B,,,,,
483528.0,Memory_2,25.0,Incorrect,,,,,,,,,2B,,,,,
483528.0,Memory_2,26.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,27.0,Correct,,,,,,,,,8B,,,,,
483528.0,Memory_2,28.0,Correct,,,,,,,,,2B,,,,,
483528.0,Memory_2,29.0,Correct,,,,,,,,,1B,,,,,
483528.0,Memory_2,30.0,Correct,,,,,,,,,8B,,,,,
483528.0,Instructions for Categorization Seg.,1.0,,,,,,,,,,,,,,,
483528.0,Practice_Categorization,1.0,,Incorrect,1B,,,,,,,,,,,,
483528.0,CategorizationSeg_3,1.0,,Incorrect,,,1B,,,,,,,,,,
