Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,Condition_Id,conditions,consent,correct_incorrect_m_2,correct_incorrect_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,relative_pitch,response,response_seg,response_seg2,response_Time2,responseTime,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
11,OpenEndedSeg_4,2,Practice_OpenEnded,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1640397098804---values=71067""","""times=1640397127908;1640397149991;1640397157256;1640397164470;1640397172250---values=24727;46810;54075;61289;69069""",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
11,OpenEndedSeg_4,1,Instructions_Open,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,1,28,,,,,First,3_2B_memory_3.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1016.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,2,7,,,,,First,3_8B_memory_2.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1221.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,3,60,,,,,Second,3_1B_memory_5.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1241.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,4,1,,,,,Second,2_8B_memory_1.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1033.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,5,58,,,,,First,3_1B_memory_3.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1395.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,6,19,,,,,First,3_8B_memory_4.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1002.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,7,29,,,,,First,3_2B_memory_4.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1157.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,8,47,,,,,Second,3_1B_memory_2.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,929.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,9,20,,,,,First,3_8B_memory_5.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1262.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,10,59,,,,,Second,3_1B_memory_4.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1384.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,11,35,,,,,Second,2_2B_memory_5.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1113.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,12,51,,,,,First,2_1B_memory_1.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,2265.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,13,31,,,,,First,2_2B_memory_1.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1183.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,14,18,,,,,Second,3_8B_memory_3.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,668.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,15,55,,,,,First,2_1B_memory_5.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1358.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,16,5,,,,,First,2_8B_memory_5.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1630.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,17,37,,,,,First,3_2B_memory_2.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,913.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,18,56,,,,,First,3_1B_memory_1.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,820.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,19,22,,,,,Second,2_2B_memory_2.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,887.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,20,2,,,,,First,2_8B_memory_2.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,963.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,21,24,,,,,First,2_2B_memory_4.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1825.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,22,53,,,,,Second,2_1B_memory_3.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,2251.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,23,42,,,,,First,2_1B_memory_2.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1405.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,24,54,,,,,Second,2_1B_memory_4.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,916.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,25,26,,,,,First,3_2B_memory_1.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1242.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,26,3,,,,,First,2_8B_memory_3.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1006.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,27,23,,,,,First,2_2B_memory_3.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1603.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,28,6,,,,,First,3_8B_memory_1.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1210.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,29,14,,,,,Second,2_8B_memory_4.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,865.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,30,30,,,,,Second,3_2B_memory_5.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1522.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,3,Ready?,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,2,Practice_Memory,1,3,,,,,First,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1034.0,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,2,Practice_Memory,2,5,,,,,First,,2,,,,,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1140.0,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,2,Practice_Memory,3,1,,,,,First,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1505.0,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
9,Memory 1,1,Instructions_Memory,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,3,imported_AP_eval,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,1,4,,,,,,,4,,,,,,,,,,,,one,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_I_O,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,2,6,,,,,,,6,,,,,,,,,,,,three,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_I_S,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,3,1,,,,,,,1,,,,,,,,,,,,three,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_O_S,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,4,2,,,,,,,2,,,,,,,,,,,,two,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_S_O,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,5,5,,,,,,,5,,,,,,,,,,,,two,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_S_I,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,6,3,,,,,,,3,,,,,,,,,,,,one,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_O_I,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
7,AP_Screen,1,imported_AP_instruction,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
6,HP_Screen,3,imported_HP Evaluation,1,1,,,,,,,1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,1,4,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.1.flac,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp3.1.flac,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,2,2,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.2.flac,,,,,,,,,,,,,,,,,,,,,,choice 2,,,,,,,,,,,,,,,,,,,hp3.2.flac,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,3,5,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp5.3.flac,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp5.3.flac,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,4,6,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.1.flac,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp2.1.flac,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,5,3,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.3.flac,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp4.3.flac,,,,,yes,,,2021-12-25T02:13:33.000Z,342272,group_1,378343,Memory1/Open4,1,2021-12-25T01:33:11.000Z,,,,not measured,,True
