Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,correct_incorrect_m_3,response,responseTime,scramble_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,relative_pitch,response_seg,response_seg2,response_Time2,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
9,Memory3,4,Memory_3,13,55,,,,,Second,3_1B_memory_10.mp3,incorrect_left,Correct,989.0,1B,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,14,44,,,,,Second,3_1B_memory_9.mp3,correct_left,Incorrect,1043.0,1B,,1394.6,1394.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,15,52,,,,,First,3_1B_memory_7.mp3,incorrect_left,Incorrect,989.0,1B,,1461.4,1461.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,21,49,,,,,First,4_1B_memory_8.mp3,correct_left,Correct,1015.0,1B,,1188.0,1188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,4,22,,,,,Second,3_2B_memory_7.mp3,correct_left,Incorrect,2381.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,7,30,,,,,First,4_2B_memory_9.mp3,correct_left,Correct,1245.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,17,34,,,,,Second,3_2B_memory_9.mp3,incorrect_left,Correct,1176.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,18,21,,,,,Second,3_2B_memory_6.mp3,correct_left,Incorrect,1580.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,20,37,,,,,Second,4_2B_memory_6.mp3,incorrect_left,Correct,773.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,22,25,,,,,First,3_2B_memory_10.mp3,correct_left,Correct,1594.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,24,39,,,,,First,4_2B_memory_8.mp3,incorrect_left,Incorrect,1911.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,26,36,,,,,Second,4_2B_memory_5.mp3,incorrect_left,Correct,707.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,28,23,,,,,First,3_2B_memory_8.mp3,correct_left,Correct,1352.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,29,38,,,,,First,4_2B_memory_7.mp3,incorrect_left,Incorrect,1895.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,2,6,,,,,First,4_8B_memory_5.mp3,correct_left,Correct,952.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,5,12,,,,,Second,3_8B_memory_7.mp3,incorrect_left,Correct,1027.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,9,5,,,,,First,3_8B_memory_10.mp3,correct_left,Correct,902.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,12,4,,,,,First,3_8B_memory_9.mp3,correct_left,Correct,2000.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,16,8,,,,,Second,4_8B_memory_7.mp3,correct_left,Incorrect,2821.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,19,7,,,,,First,4_8B_memory_6.mp3,correct_left,Correct,1039.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,23,13,,,,,Second,3_8B_memory_8.mp3,incorrect_left,Correct,710.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,25,20,,,,,Second,4_8B_memory_9.mp3,incorrect_left,Correct,2789.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,27,11,,,,,Second,3_8B_memory_6.mp3,incorrect_left,Correct,776.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,30,9,,,,,First,4_8B_memory_8.mp3,correct_left,Correct,930.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,1,1,,,,,First,,,Correct,2837.0,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,2,3,,,,,Second,,,Incorrect,1716.0,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,3,2,,,,,First,,,Correct,1443.0,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
9,Memory3,1,Instructions_Memory,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,3,imported_HP Evaluation,1,1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,2,imported_HP Trials,1,1,,,,,,,,choice 1,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp5.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp5.1.flac,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,2,imported_HP Trials,2,3,,,,,,,,choice 2,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.2.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp4.2.flac,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,2,imported_HP Trials,3,4,,,,,,,,choice 1,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp6.1.flac,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,2,imported_HP Trials,4,6,,,,,,,,choice 2,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.2.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp6.2.flac,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,2,imported_HP Trials,5,2,,,,,,,,choice 3,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp2.3.flac,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,2,imported_HP Trials,6,5,,,,,,,,choice 1,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp1.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp1.1.flac,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
7,HP_Screen,1,imported_HP Instructions,1,1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,3,imported_AP_eval,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,2,imported_AP_headphone test,1,1,,,,,,,,,,,,,,,,,,three,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_O_S,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,2,imported_AP_headphone test,2,5,,,,,,,,,,,,,,,,,,two,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_S_I,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,2,imported_AP_headphone test,3,6,,,,,,,,,,,,,,,,,,three,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_I_S,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,2,imported_AP_headphone test,4,4,,,,,,,,,,,,,,,,,,one,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_I_O,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,2,imported_AP_headphone test,5,2,,,,,,,,,,,,,,,,,,two,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_S_O,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,2,imported_AP_headphone test,6,3,,,,,,,,,,,,,,,,,,one,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_O_I,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
6,AP_Screen,1,imported_AP_instruction,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
4,GenInstructMemOpen,1,InstructionsMemOpen,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
2,Consent,1,Consent,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-14T16:58:35.000Z,388232,group_3,435152,Memory3/Open2,1,2022-03-14T16:14:23.000Z,,,,not measured,,True
