Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,correct_incorrect_m_3,response,responseTime,scramble_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,relative_pitch,response_seg,response_seg2,response_Time2,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
7,AP_Screen,2,imported_AP_headphone test,3,4,,,,,,,,,,,,,,,,,,one,,,,,,,,,,,,,,,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_I_O,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,4,2,,,,,,,,,,,,,,,,,,two,,,,,,,,,,,,,,,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_S_O,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,5,3,,,,,,,,,,,,,,,,,,one,,,,,,,,,,,,,,,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_O_I,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,6,5,,,,,,,,,,,,,,,,,,two,,,,,,,,,,,,,,,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_S_I,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
7,AP_Screen,3,imported_AP_eval,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,1,Instructions_Memory,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,1,4,,,,,Second,,,Correct,2828.0,,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,2,2,,,,,First,,,Correct,1196.0,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,3,3,,,,,First,,,Correct,1558.0,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,2,49,,,,,First,4_1B_memory_8.mp3,correct_left,Correct,3140.0,1B,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,6,55,,,,,Second,3_1B_memory_10.mp3,incorrect_left,Correct,875.0,1B,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,7,42,,,,,First,3_1B_memory_7.mp3,correct_left,Correct,899.0,1B,,0.966666667,0.966666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,11,60,,,,,Second,4_1B_memory_9.mp3,incorrect_left,Correct,768.0,1B,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,12,41,,,,,First,3_1B_memory_6.mp3,correct_left,Correct,631.0,1B,,0.888888889,0.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,13,58,,,,,First,4_1B_memory_7.mp3,incorrect_left,Incorrect,1922.0,1B,,0.777777778,0.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,16,43,,,,,First,3_1B_memory_8.mp3,correct_left,Correct,746.0,1B,,1086.6,1086.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,20,56,,,,,Second,4_1B_memory_5.mp3,incorrect_left,Correct,1799.0,1B,,1296.888889,1296.888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,23,54,,,,,First,3_1B_memory_9.mp3,incorrect_left,Incorrect,590.0,1B,,1272.3,1272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,26,57,,,,,First,4_1B_memory_6.mp3,incorrect_left,Incorrect,1353.0,1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,3,25,,,,,First,3_2B_memory_10.mp3,correct_left,Correct,2571.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,4,39,,,,,Second,4_2B_memory_8.mp3,incorrect_left,Correct,1073.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,8,31,,,,,Second,3_2B_memory_6.mp3,incorrect_left,Correct,932.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,10,23,,,,,,3_2B_memory_8.mp3,correct_left,,,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,14,40,,,,,Second,4_2B_memory_9.mp3,incorrect_left,Correct,660.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,19,26,,,,,First,4_2B_memory_5.mp3,correct_left,Correct,903.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,21,32,,,,,Second,3_2B_memory_7.mp3,incorrect_left,Correct,700.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,25,28,,,,,Second,4_2B_memory_7.mp3,correct_left,Incorrect,2055.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,28,24,,,,,First,3_2B_memory_9.mp3,correct_left,Correct,583.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,30,27,,,,,First,4_2B_memory_6.mp3,correct_left,Correct,2195.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,1,3,,,,,First,3_8B_memory_8.mp3,correct_left,Correct,1064.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,5,16,,,,,Second,4_8B_memory_5.mp3,incorrect_left,Correct,2073.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,9,4,,,,,First,3_8B_memory_9.mp3,correct_left,Correct,924.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,15,1,,,,,First,3_8B_memory_6.mp3,correct_left,Correct,621.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,17,2,,,,,First,3_8B_memory_7.mp3,correct_left,Correct,1513.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,18,17,,,,,Second,4_8B_memory_6.mp3,incorrect_left,Correct,826.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,22,9,,,,,First,4_8B_memory_8.mp3,correct_left,Correct,869.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,24,15,,,,,Second,3_8B_memory_10.mp3,incorrect_left,Correct,802.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,27,20,,,,,Second,4_8B_memory_9.mp3,incorrect_left,Correct,1585.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,29,18,,,,,Second,4_8B_memory_7.mp3,incorrect_left,Correct,589.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,1,Instructions_Open,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,2,Practice_OpenEnded,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560188479---values=25988""","""times=1662560263246---values=25306""",,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560327128;1662560356250---values=;29083""","""times=1662560327128;1662560408688---values=;20650""",,,,,,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560449426;1662560464952---values=;15489""","""times=1662560449426;1662560522447;1662560526991;1662560539521;1662560559660---values=;14160;18704;31234;51372""",,,,,,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560567557---values=""","""times=1662560567557---values=""",,,,,,,,,,,,intact,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560706574---values=37447""","""times=1662560772943---values=35242""",,,,,,,,,,,,intact,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560806754;1662560824925;1662560844304;1662560860714---values=;18153;37532;53942""","""times=1662560806754---values=""",,,,,,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662560941119;1662560958438;1662560972088;1662560984586---values=;17298;30948;43446""","""times=1662561017309;1662561023422;1662561030951;1662561042504---values=16928;23041;30570;42123""",,,,,,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662561060101---values=""","""times=1662561060101;1662561123755;1662561126371;1662561127828;1662561131292;1662561133500;1662561143478;1662561151943;1662561154535;1662561157255;1662561161464;1662561164256;1662561176602;1662561177634---values=;3008;5624;7081;10545;12753;22731;31196;33788;36508;40717;43509;55855;56887""",,,,,,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1662561187459;1662561195404;1662561207014;1662561211622;1662561215799;1662561219279;1662561223184;1662561227080;1662561230785;1662561235441---values=5563;13508;25118;29726;33903;37383;41288;45184;48889;53545""","""times=1662561181884;1662561250835;1662561255251;1662561257820;1662561263596;1662561267357;1662561269485;1662561273398;1662561279374;1662561285583;1662561289664;1662561296129---values=;6189;10605;13174;18950;22711;24839;28751;34728;40937;45018;51483""",,,,,,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
13,Post-Survey,1,Post-Survey,1,1,No,16-28,,guitar,,,,,,,,,,,,,,,4.0,,,1.0,,,Occasionally,classical,rock,jazz,3-4 hours,,4.0,4-5 years,,2 hours,2 years,"Guitar, piano, voice",,2.0,,,,,,option_1,,Yes,,,,,,,,,,,,,,,,,,I thought that there was a significative change when the rythmic pattern changed or the tonality seemed to change.,,,,yes,,,2022-09-07T14:40:33.000Z,484183,group_3,553354,Memory3/Open2,1,2022-09-07T13:58:48.000Z,,,,not measured,,True
