Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,correct_incorrect_m_3,response,responseTime,scramble_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,relative_pitch,response_seg,response_seg2,response_Time2,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
9,Memory3,4,Memory_3,24,49,,,,,First,4_1B_memory_8.mp3,correct_left,Correct,980.0,1B,,1687.777778,1687.777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,26,52,,,,,,3_1B_memory_7.mp3,incorrect_left,,,1B,,1541.777778,1541.777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,28,48,,,,,First,4_1B_memory_7.mp3,correct_left,Correct,3234.0,1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,2,38,,,,,Second,4_2B_memory_7.mp3,incorrect_left,Correct,2005.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,5,24,,,,,,3_2B_memory_9.mp3,correct_left,,,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,8,26,,,,,Second,4_2B_memory_5.mp3,correct_left,Incorrect,1228.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,15,22,,,,,First,3_2B_memory_7.mp3,correct_left,Correct,3304.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,16,31,,,,,Second,3_2B_memory_6.mp3,incorrect_left,Correct,589.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,20,27,,,,,First,4_2B_memory_6.mp3,correct_left,Correct,1033.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,25,40,,,,,Second,4_2B_memory_9.mp3,incorrect_left,Correct,801.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,27,35,,,,,First,3_2B_memory_10.mp3,incorrect_left,Incorrect,739.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,29,33,,,,,First,3_2B_memory_8.mp3,incorrect_left,Incorrect,1735.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,30,39,,,,,First,4_2B_memory_8.mp3,incorrect_left,Incorrect,3756.0,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,1,5,,,,,First,3_8B_memory_10.mp3,correct_left,Correct,754.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,3,18,,,,,First,4_8B_memory_7.mp3,incorrect_left,Incorrect,1089.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,6,14,,,,,Second,3_8B_memory_9.mp3,incorrect_left,Correct,1363.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,9,11,,,,,Second,3_8B_memory_6.mp3,incorrect_left,Correct,1817.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,11,2,,,,,First,3_8B_memory_7.mp3,correct_left,Correct,690.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,14,20,,,,,,4_8B_memory_9.mp3,incorrect_left,,,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,17,16,,,,,Second,4_8B_memory_5.mp3,incorrect_left,Correct,2652.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,19,3,,,,,First,3_8B_memory_8.mp3,correct_left,Correct,704.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,21,9,,,,,First,4_8B_memory_8.mp3,correct_left,Correct,652.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,23,7,,,,,First,4_8B_memory_6.mp3,correct_left,Correct,869.0,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
9,Memory3,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,2,Practice_OpenEnded,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972596881;1661972635815---values=29611;68545""","""times=1661972668288;1661972712776---values=25569;70057""",,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,1,Instructions_Open,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972727778---values=""","""times=1661972727778;1661972831408---values=;35105""",,,,,,,,,,,,intact,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972899423---values=34051""","""times=1661972865339;1661972984351---values=;58150""",,,,,,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972987539;1661973013166---values=;25598""","""times=1661972987539;1661973079031---values=;28414""",,,,,,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661973114138;1661973134959;1661973175655---values=;20797;61493""","""times=1661973114138;1661973232495;1661973232743---values=;51409;51657""",,,,,,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661973248470---values=""","""times=1661973248470;1661973326231;1661973350071;1661973363302---values=;18848;42688;55919""",,,,,,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661973384927;1661973385590;1661973386335---values=18157;18820;19565""","""times=1661973366752;1661973455454---values=;22237""",,,,,,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661973500152;1661973517575---values=;17407""","""times=1661973500152;1661973567863;1661973583999;1661973588174---values=;17198;33334;37509""",,,,,,,,,,,,intact,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,4,OpenEndedSeg_2,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661973601652;1661973607575;1661973632511---values=;5910;30846""","""times=1661973601652;1661973702967;1661973712718---values=;40685;50436""",,,,,,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
11,OpenEndedSeg_2,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
13,Post-Survey,1,Post-Survey,1,1,I don't know,20-Oct,,piano,,,,,,,,,,,,,,,5.0,,,1.0,,,Occasionally,Rock,Eletronic,Rap,2 hours,,4.0,10 or more years,,3-4 hours,0 years,"flute, piano",,1.0,,,,,,option_1,,Yes,,,,,,,,,,,,,,,,,,"tried to listen carefully and pay attention,",,,,yes,,,2022-08-31T19:25:30.000Z,481803,group_3,550666,Memory3/Open2,1,2022-08-31T18:41:20.000Z,,,,not measured,,True
